"""region_name""","""a""","""b""","""c"""
Romania,735.774405629029,0.365327940000156,23.9748112974483
Russia,442.50114347515,0.524529332796143,49.0416962233766
Rwanda,33.0026685333082,0.67026906067773,7.16737727250223
Saint Lucia,2.00915741941436,0.821123804504888,-0.576578716941259
Saint Vincent and the Grenadines,0.924565232795291,0.785673153283405,-1.13017888041344
San Marino,160.832956801583,0.280964320419095,16.1556013823919
Saudi Arabia,737.162761402238,0.43513685269524,19.0614727896598
Senegal,71.1921016952601,0.428793852499414,17.2252341259375
Serbia,285.213907591563,0.463837756392254,14.6308275810842
Seychelles,6.14056763976059,0.725387768941884,2.9054075816274
Singapore,502.76689498185,0.114417459063178,51.0096059629103
Slovakia,189.925727489271,0.477400002121469,12.3484054854365
Slovenia,425.964715024506,0.380951648752455,11.3978800419826
Somalia,0.928352908723713,0.821181480293849,-1.13116308889517
South Africa,528.631212906896,0.520171804718168,16.8746490150292
Spain,46659.0445572536,0.339861329456186,49.2261211576453
Sri Lanka,80.4346867687332,0.699888430698744,50.9094951682026
Sudan,1.77946294206255,0.391084007740486,0.296034085530491
Suriname,4.79112221009899,1.23381567707413,6.30298961723491
Sweden,2133.31257462547,0.291235871216065,45.4784416208532
Switzerland,11802.5105772764,0.350097505072569,25.3797544747866
Taiwan*,159.393326784286,0.126661214407594,51.5821711745056
Tanzania,10.1662813471273,0.879188151197231,4.09131585111272
Thailand,764.64443060375,0.493153843963701,58.7831997758481
Togo,15.737978457738,3.85212227117741,14.9180687447675
Trinidad and Tobago,49.1033388690083,8.88672519685351,7.16811834064577
Tunisia,92.8500343530692,0.478622159185016,16.0113191538679
Turkey,1894.34421875222,1.03030035543491,11.4539919775732
US,68022.7095975774,0.503049272423771,27.8786692933804
Ukraine,79.942957002202,0.963007053915758,18.3446820297636
United Arab Emirates,173.105289977557,0.209727944723591,44.6905107475656
United Kingdom,9104.89538569318,0.38356798618105,50.387689367329
Uruguay,149.614561993949,0.754189315184976,6.05746532681673
Uzbekistan,44.1267921209923,0.918532200735563,4.66101847196957
Venezuela,74.4908630778216,0.59507681631685,5.15896958197235
Vietnam,101.549582739416,0.220000295397293,50.5126267382384
Zambia,2.23555368292268,1.15871614738518,-1.67378162532105
